scholarship_name,max_income,gender,education_level,scholarship_amount,category,min_marks,disability,state
Ambedkar Scholarship 27088,824263.0,any,science,0.0,any,73.0,yes,any
Pragati Scholarship 27089,491101.0,male,ug,0.0,any,58.0,yes,any
INSPIRE Scholarship 27090,199988.0,male,commerce,0.0,any,54.0,yes,any
Overseas Scholarship 27091,600953.0,any,arts,0.0,any,68.0,yes,any
ONGC Scholarship 27092,271719.0,male,pg,0.0,any,70.0,no,any
Pragati Scholarship 27093,316688.0,female,engineering,0.0,sc,59.0,yes,any
Disability Fellowship 27094,626168.0,male,pg,0.0,minority,64.0,yes,any
Disability Fellowship 27095,963853.0,female,science,0.0,obc,62.0,no,any
INSPIRE Scholarship 27096,798463.0,male,pg,0.0,sc,70.0,yes,any
UGC Scholarship 27097,373331.0,any,commerce,0.0,minority,77.0,yes,any
Minority Scholarship 27098,804707.0,male,arts,0.0,obc,81.0,yes,any
Merit Scholarship 27099,456521.0,female,science,0.0,st,64.0,no,any
Sports Scholarship 27100,168277.0,female,arts,0.0,obc,66.0,yes,any
Pragati Scholarship 27101,639001.0,female,ug,0.0,sc,90.0,yes,any
Pragati Scholarship 27102,707425.0,any,pg,0.0,sc,60.0,yes,any
Merit Scholarship 27103,923067.0,male,science,0.0,obc,81.0,yes,any
ONGC Scholarship 27104,630009.0,male,ug,0.0,sc,82.0,no,any
UGC Scholarship 27105,194266.0,any,pg,0.0,obc,79.0,no,any
Ambedkar Scholarship 27106,314526.0,male,pg,0.0,any,93.0,yes,any
Overseas Scholarship 27107,234603.0,male,science,0.0,st,72.0,no,any
Ambedkar Scholarship 27108,567963.0,male,engineering,0.0,any,75.0,no,any
Sports Scholarship 27109,408961.0,female,ug,0.0,any,50.0,yes,any
Ambedkar Scholarship 27110,468647.0,male,commerce,0.0,minority,71.0,no,any
ONGC Scholarship 27111,348067.0,male,arts,0.0,minority,73.0,no,any
Ambedkar Scholarship 27112,574673.0,female,any,0.0,any,87.0,no,any
UGC Scholarship 27113,153673.0,any,ug,0.0,any,89.0,yes,any
UGC Scholarship 27114,246210.0,any,commerce,0.0,obc,95.0,no,any
Pragati Scholarship 27115,388651.0,female,any,0.0,any,87.0,yes,any
Overseas Scholarship 27116,467093.0,female,engineering,0.0,minority,82.0,yes,any
INSPIRE Scholarship 27117,672477.0,male,engineering,0.0,minority,54.0,yes,any
UGC Scholarship 27118,533517.0,female,ug,0.0,minority,58.0,no,any
Ambedkar Scholarship 27119,784002.0,any,engineering,0.0,obc,81.0,yes,any
Sports Scholarship 27120,436564.0,male,engineering,0.0,sc,81.0,no,any
INSPIRE Scholarship 27121,705224.0,female,pg,0.0,any,56.0,no,any
Ambedkar Scholarship 27122,791320.0,male,ug,0.0,minority,61.0,yes,any
INSPIRE Scholarship 27123,398670.0,male,ug,0.0,minority,81.0,yes,any
ONGC Scholarship 27124,488525.0,any,any,0.0,obc,72.0,yes,any
Overseas Scholarship 27125,573429.0,female,commerce,0.0,any,65.0,yes,any
Minority Scholarship 27126,199501.0,female,any,0.0,any,72.0,yes,any
ONGC Scholarship 27127,887107.0,any,science,0.0,st,62.0,no,any
Sports Scholarship 27128,670806.0,male,ug,0.0,any,94.0,no,any
Minority Scholarship 27129,582394.0,female,pg,0.0,any,82.0,no,any
Ambedkar Scholarship 27130,421558.0,female,arts,0.0,obc,74.0,no,any
UGC Scholarship 27131,611294.0,male,commerce,0.0,st,63.0,yes,any
Sports Scholarship 27132,573109.0,male,any,0.0,any,50.0,no,any
ONGC Scholarship 27133,213485.0,male,science,0.0,st,61.0,no,any
INSPIRE Scholarship 27134,772831.0,female,commerce,0.0,obc,56.0,no,any
UGC Scholarship 27135,389155.0,female,arts,0.0,any,71.0,yes,any
Minority Scholarship 27136,881529.0,female,commerce,0.0,st,65.0,no,any
ONGC Scholarship 27137,274613.0,male,science,0.0,st,61.0,yes,any
UGC Scholarship 27138,905546.0,female,pg,0.0,obc,50.0,no,any
UGC Scholarship 27139,397207.0,any,engineering,0.0,sc,74.0,no,any
Merit Scholarship 27140,553640.0,male,ug,0.0,sc,83.0,yes,any
Minority Scholarship 27141,454570.0,male,pg,0.0,st,94.0,yes,any
Sports Scholarship 27142,497143.0,male,ug,0.0,st,78.0,yes,any
ONGC Scholarship 27143,690699.0,any,pg,0.0,any,66.0,yes,any
Sports Scholarship 27144,516502.0,any,any,0.0,sc,70.0,no,any
Minority Scholarship 27145,893141.0,any,pg,0.0,obc,88.0,yes,any
ONGC Scholarship 27146,563317.0,any,science,0.0,sc,56.0,no,any
Sports Scholarship 27147,389418.0,male,pg,0.0,obc,88.0,no,any
Minority Scholarship 27148,615626.0,female,science,0.0,minority,88.0,yes,any
Ambedkar Scholarship 27149,236159.0,male,engineering,0.0,obc,77.0,no,any
Disability Fellowship 27150,719939.0,male,science,0.0,sc,73.0,yes,any
ONGC Scholarship 27151,566093.0,any,engineering,0.0,minority,63.0,no,any
Sports Scholarship 27152,259758.0,female,any,0.0,minority,87.0,yes,any
INSPIRE Scholarship 27153,731056.0,female,arts,0.0,st,76.0,yes,any
ONGC Scholarship 27154,267715.0,male,commerce,0.0,any,52.0,yes,any
Ambedkar Scholarship 27155,875108.0,male,ug,0.0,minority,71.0,no,any
ONGC Scholarship 27156,899267.0,any,arts,0.0,any,70.0,no,any
Overseas Scholarship 27157,234443.0,female,arts,0.0,any,74.0,yes,any
ONGC Scholarship 27158,473644.0,any,ug,0.0,st,83.0,yes,any
Ambedkar Scholarship 27159,115224.0,male,arts,0.0,any,63.0,yes,any
Merit Scholarship 27160,967356.0,male,ug,0.0,obc,68.0,yes,any
Ambedkar Scholarship 27161,797488.0,any,commerce,0.0,minority,56.0,no,any
Pragati Scholarship 27162,519803.0,female,commerce,0.0,st,69.0,yes,any
Pragati Scholarship 27163,924436.0,female,science,0.0,sc,50.0,no,any
Disability Fellowship 27164,399304.0,female,any,0.0,sc,71.0,yes,any
INSPIRE Scholarship 27165,548376.0,male,any,0.0,sc,65.0,no,any
UGC Scholarship 27166,658431.0,any,science,0.0,any,70.0,no,any
ONGC Scholarship 27167,126064.0,female,arts,0.0,any,86.0,no,any
Overseas Scholarship 27168,230987.0,male,engineering,0.0,sc,75.0,yes,any
Minority Scholarship 27169,595018.0,female,arts,0.0,any,95.0,no,any
Disability Fellowship 27170,158952.0,female,arts,0.0,st,52.0,yes,any
Pragati Scholarship 27171,433368.0,female,pg,0.0,sc,93.0,yes,any
Merit Scholarship 27172,749214.0,female,commerce,0.0,minority,68.0,yes,any
Ambedkar Scholarship 27173,120229.0,male,ug,0.0,any,60.0,yes,any
Disability Fellowship 27174,117324.0,female,engineering,0.0,obc,57.0,yes,any
Sports Scholarship 27175,236935.0,male,pg,0.0,any,74.0,no,any
UGC Scholarship 27176,668639.0,any,ug,0.0,minority,88.0,yes,any
UGC Scholarship 27177,837354.0,male,any,0.0,sc,51.0,no,any
Pragati Scholarship 27178,899069.0,female,any,0.0,minority,79.0,no,any
Pragati Scholarship 27179,581242.0,male,engineering,0.0,sc,52.0,yes,any
UGC Scholarship 27180,459250.0,male,commerce,0.0,sc,72.0,no,any
Minority Scholarship 27181,291173.0,male,commerce,0.0,any,94.0,no,any
ONGC Scholarship 27182,149153.0,any,pg,0.0,st,91.0,no,any
Minority Scholarship 27183,121895.0,female,pg,0.0,sc,50.0,yes,any
Disability Fellowship 27184,957892.0,female,engineering,0.0,minority,60.0,no,any
Pragati Scholarship 27185,527681.0,any,commerce,0.0,minority,64.0,yes,any
ONGC Scholarship 27186,683560.0,any,any,0.0,sc,72.0,no,any
Overseas Scholarship 27187,629107.0,male,any,0.0,any,57.0,yes,any
ONGC Scholarship 27188,915144.0,any,science,0.0,any,78.0,no,any
Pragati Scholarship 27189,631614.0,any,ug,0.0,obc,62.0,no,any
Disability Fellowship 27190,148997.0,female,commerce,0.0,minority,82.0,no,any
Sports Scholarship 27191,959333.0,any,science,0.0,minority,83.0,no,any
Disability Fellowship 27192,869958.0,male,ug,0.0,minority,80.0,no,any
UGC Scholarship 27193,130126.0,male,ug,0.0,minority,77.0,no,any
Merit Scholarship 27194,100211.0,male,ug,0.0,obc,71.0,yes,any
Minority Scholarship 27195,910526.0,any,ug,0.0,minority,89.0,yes,any
INSPIRE Scholarship 27196,507040.0,any,commerce,0.0,sc,85.0,yes,any
Pragati Scholarship 27197,709366.0,female,science,0.0,minority,56.0,yes,any
INSPIRE Scholarship 27198,991231.0,any,pg,0.0,minority,77.0,no,any
ONGC Scholarship 27199,607269.0,female,engineering,0.0,any,54.0,no,any
Sports Scholarship 27200,566716.0,male,engineering,0.0,minority,70.0,yes,any
Overseas Scholarship 27201,637600.0,female,arts,0.0,sc,92.0,no,any
ONGC Scholarship 27202,999104.0,any,pg,0.0,obc,73.0,no,any
ONGC Scholarship 27203,737160.0,any,any,0.0,any,71.0,no,any
Disability Fellowship 27204,647687.0,male,pg,0.0,any,79.0,no,any
Disability Fellowship 27205,831105.0,male,arts,0.0,st,72.0,yes,any
ONGC Scholarship 27206,584468.0,male,science,0.0,st,93.0,yes,any
Sports Scholarship 27207,850277.0,any,science,0.0,any,61.0,yes,any
Disability Fellowship 27208,864233.0,female,pg,0.0,obc,57.0,no,any
Ambedkar Scholarship 27209,525774.0,male,ug,0.0,st,84.0,no,any
Disability Fellowship 27210,154671.0,male,commerce,0.0,sc,84.0,yes,any
ONGC Scholarship 27211,555914.0,male,science,0.0,any,84.0,yes,any
ONGC Scholarship 27212,955212.0,male,engineering,0.0,any,51.0,no,any
Merit Scholarship 27213,292279.0,any,ug,0.0,minority,91.0,yes,any
Pragati Scholarship 27214,921469.0,male,arts,0.0,minority,65.0,no,any
Sports Scholarship 27215,594971.0,female,engineering,0.0,sc,82.0,yes,any
Overseas Scholarship 27216,173256.0,female,commerce,0.0,minority,67.0,yes,any
Overseas Scholarship 27217,926580.0,any,arts,0.0,minority,54.0,yes,any
Ambedkar Scholarship 27218,161767.0,any,ug,0.0,obc,76.0,yes,any
Merit Scholarship 27219,147596.0,male,pg,0.0,any,59.0,yes,any
Ambedkar Scholarship 27220,549761.0,any,science,0.0,obc,85.0,yes,any
Pragati Scholarship 27221,126826.0,female,science,0.0,minority,79.0,no,any
Pragati Scholarship 27222,132891.0,female,any,0.0,st,94.0,no,any
Sports Scholarship 27223,241872.0,female,pg,0.0,obc,76.0,yes,any
Minority Scholarship 27224,532554.0,any,any,0.0,any,90.0,no,any
Sports Scholarship 27225,320572.0,male,engineering,0.0,sc,79.0,yes,any
Minority Scholarship 27226,487946.0,any,pg,0.0,obc,63.0,yes,any
UGC Scholarship 27227,928957.0,male,science,0.0,minority,56.0,no,any
Minority Scholarship 27228,796515.0,male,engineering,0.0,minority,92.0,yes,any
Ambedkar Scholarship 27229,371745.0,female,any,0.0,st,59.0,yes,any
Sports Scholarship 27230,208078.0,any,commerce,0.0,obc,77.0,no,any
ONGC Scholarship 27231,511326.0,any,any,0.0,any,78.0,yes,any
ONGC Scholarship 27232,638058.0,male,ug,0.0,sc,54.0,yes,any
Ambedkar Scholarship 27233,243845.0,male,arts,0.0,any,71.0,yes,any
ONGC Scholarship 27234,950843.0,female,ug,0.0,obc,55.0,no,any
Minority Scholarship 27235,618269.0,male,ug,0.0,any,64.0,yes,any
INSPIRE Scholarship 27236,368816.0,male,pg,0.0,any,94.0,yes,any
INSPIRE Scholarship 27237,812341.0,female,commerce,0.0,any,54.0,yes,any
Overseas Scholarship 27238,137168.0,male,any,0.0,minority,91.0,yes,any
Minority Scholarship 27239,407616.0,any,engineering,0.0,any,68.0,yes,any
Disability Fellowship 27240,803070.0,male,pg,0.0,obc,65.0,yes,any
INSPIRE Scholarship 27241,489093.0,any,commerce,0.0,st,68.0,yes,any
Ambedkar Scholarship 27242,795829.0,female,pg,0.0,st,69.0,yes,any
Ambedkar Scholarship 27243,905604.0,female,science,0.0,any,76.0,yes,any
Overseas Scholarship 27244,571144.0,any,arts,0.0,sc,85.0,no,any
INSPIRE Scholarship 27245,306198.0,male,ug,0.0,sc,72.0,no,any
Disability Fellowship 27246,453728.0,male,commerce,0.0,any,93.0,yes,any
Ambedkar Scholarship 27247,274035.0,male,commerce,0.0,any,62.0,no,any
Minority Scholarship 27248,704491.0,any,science,0.0,st,92.0,no,any
ONGC Scholarship 27249,168880.0,male,pg,0.0,obc,52.0,no,any
Disability Fellowship 27250,753796.0,male,pg,0.0,any,52.0,yes,any
Merit Scholarship 27251,612508.0,male,pg,0.0,minority,55.0,yes,any
Minority Scholarship 27252,542590.0,female,any,0.0,any,87.0,no,any
Minority Scholarship 27253,740504.0,female,any,0.0,minority,88.0,yes,any
ONGC Scholarship 27254,211821.0,male,science,0.0,sc,83.0,no,any
Disability Fellowship 27255,507015.0,male,science,0.0,sc,70.0,yes,any
Overseas Scholarship 27256,810933.0,female,any,0.0,obc,52.0,no,any
Overseas Scholarship 27257,955291.0,any,arts,0.0,sc,54.0,yes,any
Merit Scholarship 27258,199146.0,male,pg,0.0,any,54.0,yes,any
Minority Scholarship 27259,985734.0,male,any,0.0,st,94.0,yes,any
Pragati Scholarship 27260,705848.0,female,arts,0.0,st,57.0,no,any
Overseas Scholarship 27261,646713.0,any,pg,0.0,minority,56.0,no,any
Overseas Scholarship 27262,850378.0,any,engineering,0.0,any,95.0,no,any
Ambedkar Scholarship 27263,232478.0,any,any,0.0,any,77.0,yes,any
UGC Scholarship 27264,822808.0,any,arts,0.0,any,83.0,yes,any
Minority Scholarship 27265,326550.0,male,ug,0.0,any,68.0,no,any
ONGC Scholarship 27266,593472.0,any,commerce,0.0,minority,70.0,no,any
Overseas Scholarship 27267,577163.0,female,science,0.0,obc,94.0,no,any
Disability Fellowship 27268,717472.0,female,arts,0.0,sc,78.0,no,any
ONGC Scholarship 27269,439983.0,male,ug,0.0,any,85.0,no,any
Merit Scholarship 27270,501071.0,female,arts,0.0,st,61.0,yes,any
Overseas Scholarship 27271,776845.0,female,arts,0.0,minority,52.0,no,any
Sports Scholarship 27272,430382.0,any,ug,0.0,any,74.0,yes,any
INSPIRE Scholarship 27273,614583.0,male,science,0.0,any,71.0,yes,any
Overseas Scholarship 27274,536566.0,any,pg,0.0,obc,68.0,no,any
Pragati Scholarship 27275,931862.0,male,arts,0.0,st,78.0,yes,any
INSPIRE Scholarship 27276,472291.0,male,ug,0.0,any,76.0,yes,any
UGC Scholarship 27277,367553.0,any,engineering,0.0,sc,59.0,yes,any
INSPIRE Scholarship 27278,774368.0,any,ug,0.0,st,77.0,yes,any
Overseas Scholarship 27279,329037.0,male,arts,0.0,obc,78.0,no,any
UGC Scholarship 27280,740109.0,female,arts,0.0,obc,61.0,no,any
Overseas Scholarship 27281,125920.0,male,engineering,0.0,obc,91.0,yes,any
Sports Scholarship 27282,762629.0,any,any,0.0,any,83.0,yes,any
Sports Scholarship 27283,529622.0,any,pg,0.0,sc,81.0,yes,any
Pragati Scholarship 27284,185384.0,male,science,0.0,sc,71.0,no,any
Overseas Scholarship 27285,167691.0,female,engineering,0.0,minority,74.0,no,any
Sports Scholarship 27286,595583.0,female,ug,0.0,st,67.0,no,any
Overseas Scholarship 27287,743377.0,any,pg,0.0,st,71.0,yes,any
ONGC Scholarship 27288,379799.0,male,engineering,0.0,minority,83.0,yes,any
Pragati Scholarship 27289,148531.0,female,engineering,0.0,st,58.0,yes,any
ONGC Scholarship 27290,486314.0,any,arts,0.0,any,51.0,yes,any
Sports Scholarship 27291,249484.0,any,pg,0.0,minority,72.0,no,any
Overseas Scholarship 27292,361661.0,female,any,0.0,any,87.0,no,any
Overseas Scholarship 27293,388711.0,male,engineering,0.0,any,79.0,yes,any
Disability Fellowship 27294,334102.0,female,pg,0.0,sc,78.0,no,any
Ambedkar Scholarship 27295,412357.0,female,pg,0.0,minority,74.0,no,any
Disability Fellowship 27296,530595.0,male,pg,0.0,minority,52.0,no,any
INSPIRE Scholarship 27297,828169.0,male,pg,0.0,st,73.0,yes,any
INSPIRE Scholarship 27298,299631.0,female,science,0.0,obc,60.0,no,any
Sports Scholarship 27299,834795.0,male,any,0.0,any,62.0,no,any
Pragati Scholarship 27300,421070.0,any,science,0.0,any,69.0,yes,any
Disability Fellowship 27301,924391.0,female,pg,0.0,st,87.0,no,any
Minority Scholarship 27302,858568.0,male,pg,0.0,st,80.0,yes,any
Pragati Scholarship 27303,198704.0,any,engineering,0.0,sc,92.0,yes,any
Overseas Scholarship 27304,278457.0,male,pg,0.0,minority,66.0,no,any
ONGC Scholarship 27305,846039.0,any,any,0.0,obc,82.0,no,any
Merit Scholarship 27306,567421.0,male,any,0.0,st,53.0,yes,any
INSPIRE Scholarship 27307,491095.0,any,any,0.0,minority,82.0,no,any
UGC Scholarship 27308,726262.0,female,any,0.0,sc,74.0,yes,any
ONGC Scholarship 27309,722971.0,female,pg,0.0,any,63.0,yes,any
Disability Fellowship 27310,931347.0,female,engineering,0.0,minority,85.0,no,any
UGC Scholarship 27311,198317.0,any,engineering,0.0,sc,79.0,yes,any
Overseas Scholarship 27312,127740.0,male,arts,0.0,sc,85.0,yes,any
Merit Scholarship 27313,828657.0,male,ug,0.0,any,61.0,no,any
Ambedkar Scholarship 27314,853930.0,any,engineering,0.0,obc,87.0,no,any
Overseas Scholarship 27315,756314.0,any,commerce,0.0,obc,69.0,no,any
ONGC Scholarship 27316,271088.0,male,pg,0.0,obc,70.0,yes,any
UGC Scholarship 27317,719137.0,any,commerce,0.0,any,69.0,yes,any
ONGC Scholarship 27318,625259.0,male,engineering,0.0,obc,75.0,yes,any
UGC Scholarship 27319,361036.0,female,engineering,0.0,any,74.0,yes,any
UGC Scholarship 27320,974614.0,any,ug,0.0,any,84.0,no,any
Overseas Scholarship 27321,610472.0,female,engineering,0.0,sc,89.0,no,any
Merit Scholarship 27322,291423.0,male,engineering,0.0,st,89.0,no,any
Overseas Scholarship 27323,448208.0,male,ug,0.0,st,75.0,no,any
INSPIRE Scholarship 27324,420969.0,female,ug,0.0,any,63.0,no,any
Pragati Scholarship 27325,866074.0,female,any,0.0,st,65.0,yes,any
INSPIRE Scholarship 27326,132952.0,female,any,0.0,any,76.0,no,any
ONGC Scholarship 27327,230871.0,any,science,0.0,sc,92.0,yes,any
Overseas Scholarship 27328,387461.0,male,ug,0.0,st,63.0,yes,any
Merit Scholarship 27329,361256.0,any,commerce,0.0,any,53.0,no,any
Merit Scholarship 27330,770817.0,male,engineering,0.0,sc,90.0,yes,any
Ambedkar Scholarship 27331,878907.0,female,science,0.0,obc,75.0,no,any
UGC Scholarship 27332,579531.0,male,engineering,0.0,minority,61.0,no,any
Minority Scholarship 27333,974480.0,female,arts,0.0,obc,81.0,no,any
Pragati Scholarship 27334,382267.0,female,ug,0.0,st,89.0,no,any
Merit Scholarship 27335,228695.0,any,pg,0.0,sc,85.0,no,any
UGC Scholarship 27336,487355.0,female,commerce,0.0,any,77.0,no,any
Merit Scholarship 27337,451955.0,female,arts,0.0,st,66.0,yes,any
Ambedkar Scholarship 27338,903555.0,any,ug,0.0,minority,53.0,yes,any
Pragati Scholarship 27339,790060.0,male,pg,0.0,minority,91.0,no,any
Disability Fellowship 27340,852744.0,any,ug,0.0,any,73.0,no,any
INSPIRE Scholarship 27341,846243.0,female,ug,0.0,minority,62.0,yes,any
UGC Scholarship 27342,879114.0,female,arts,0.0,obc,55.0,no,any
Sports Scholarship 27343,839246.0,any,any,0.0,st,92.0,no,any
INSPIRE Scholarship 27344,538450.0,female,engineering,0.0,obc,90.0,no,any
Disability Fellowship 27345,896124.0,any,ug,0.0,minority,60.0,yes,any
UGC Scholarship 27346,569123.0,female,any,0.0,any,94.0,no,any
UGC Scholarship 27347,466809.0,female,any,0.0,minority,62.0,yes,any
Disability Fellowship 27348,889718.0,female,engineering,0.0,obc,66.0,no,any
Pragati Scholarship 27349,834445.0,male,engineering,0.0,st,76.0,no,any
Sports Scholarship 27350,403801.0,female,arts,0.0,obc,82.0,yes,any
INSPIRE Scholarship 27351,759678.0,female,engineering,0.0,st,89.0,yes,any
Overseas Scholarship 27352,783883.0,any,commerce,0.0,minority,94.0,yes,any
ONGC Scholarship 27353,647301.0,male,commerce,0.0,sc,68.0,no,any
INSPIRE Scholarship 27354,110499.0,any,engineering,0.0,obc,77.0,yes,any
Disability Fellowship 27355,905357.0,any,commerce,0.0,minority,72.0,no,any
Overseas Scholarship 27356,405165.0,any,commerce,0.0,minority,51.0,yes,any
INSPIRE Scholarship 27357,153543.0,any,science,0.0,st,89.0,yes,any
Sports Scholarship 27358,436978.0,female,engineering,0.0,any,88.0,no,any
Minority Scholarship 27359,880054.0,male,arts,0.0,st,58.0,no,any
Sports Scholarship 27360,669137.0,male,pg,0.0,any,82.0,no,any
Disability Fellowship 27361,174042.0,male,ug,0.0,obc,56.0,no,any
Ambedkar Scholarship 27362,550707.0,female,engineering,0.0,any,93.0,no,any
ONGC Scholarship 27363,913250.0,female,engineering,0.0,any,52.0,yes,any
ONGC Scholarship 27364,295202.0,female,science,0.0,obc,90.0,no,any
Overseas Scholarship 27365,142542.0,male,pg,0.0,st,78.0,no,any
INSPIRE Scholarship 27366,594998.0,any,science,0.0,st,56.0,yes,any
Disability Fellowship 27367,542800.0,male,science,0.0,obc,80.0,yes,any
UGC Scholarship 27368,528743.0,male,arts,0.0,st,92.0,no,any
Merit Scholarship 27369,713105.0,male,engineering,0.0,sc,70.0,no,any
Minority Scholarship 27370,402992.0,male,science,0.0,obc,78.0,no,any
ONGC Scholarship 27371,767566.0,female,any,0.0,obc,94.0,yes,any
Minority Scholarship 27372,445883.0,female,ug,0.0,minority,79.0,yes,any
Disability Fellowship 27373,570838.0,female,arts,0.0,sc,56.0,yes,any
Pragati Scholarship 27374,968147.0,female,engineering,0.0,any,83.0,no,any
Sports Scholarship 27375,647841.0,male,any,0.0,minority,64.0,yes,any
UGC Scholarship 27376,271072.0,male,commerce,0.0,minority,58.0,no,any
ONGC Scholarship 27377,424780.0,any,arts,0.0,minority,68.0,yes,any
Overseas Scholarship 27378,851693.0,male,engineering,0.0,obc,60.0,yes,any
Disability Fellowship 27379,688080.0,male,ug,0.0,st,86.0,yes,any
UGC Scholarship 27380,952748.0,male,arts,0.0,st,74.0,no,any
Disability Fellowship 27381,577844.0,female,engineering,0.0,obc,74.0,no,any
INSPIRE Scholarship 27382,589579.0,male,commerce,0.0,sc,78.0,no,any
UGC Scholarship 27383,732197.0,male,engineering,0.0,minority,81.0,no,any
Sports Scholarship 27384,149516.0,any,arts,0.0,any,50.0,yes,any
ONGC Scholarship 27385,512870.0,male,engineering,0.0,any,57.0,no,any
UGC Scholarship 27386,839429.0,any,pg,0.0,any,76.0,yes,any
Disability Fellowship 27387,122981.0,any,engineering,0.0,any,81.0,no,any
ONGC Scholarship 27388,767337.0,any,science,0.0,minority,72.0,no,any
ONGC Scholarship 27389,585458.0,any,ug,0.0,sc,86.0,no,any
Ambedkar Scholarship 27390,507904.0,any,engineering,0.0,minority,72.0,yes,any
Disability Fellowship 27391,354909.0,any,commerce,0.0,obc,78.0,yes,any
Pragati Scholarship 27392,642697.0,any,arts,0.0,obc,54.0,no,any
Merit Scholarship 27393,875851.0,female,engineering,0.0,minority,86.0,yes,any
UGC Scholarship 27394,817795.0,any,arts,0.0,obc,89.0,yes,any
ONGC Scholarship 27395,397894.0,female,any,0.0,sc,92.0,no,any
Overseas Scholarship 27396,243953.0,male,ug,0.0,st,75.0,no,any
UGC Scholarship 27397,936668.0,any,arts,0.0,any,80.0,no,any
INSPIRE Scholarship 27398,743923.0,any,pg,0.0,st,71.0,no,any
UGC Scholarship 27399,624407.0,male,science,0.0,any,77.0,no,any
Overseas Scholarship 27400,328630.0,any,any,0.0,obc,88.0,no,any
Pragati Scholarship 27401,617349.0,any,engineering,0.0,st,70.0,yes,any
Ambedkar Scholarship 27402,291596.0,male,engineering,0.0,sc,65.0,yes,any
Minority Scholarship 27403,899682.0,any,pg,0.0,any,88.0,no,any
Merit Scholarship 27404,278714.0,male,pg,0.0,any,53.0,yes,any
Disability Fellowship 27405,720436.0,female,science,0.0,sc,89.0,yes,any
INSPIRE Scholarship 27406,109555.0,any,science,0.0,minority,66.0,no,any
UGC Scholarship 27407,496856.0,female,science,0.0,any,93.0,no,any
Minority Scholarship 27408,698424.0,male,science,0.0,any,84.0,no,any
ONGC Scholarship 27409,220942.0,male,science,0.0,any,93.0,no,any
UGC Scholarship 27410,459138.0,any,commerce,0.0,minority,50.0,no,any
Ambedkar Scholarship 27411,856786.0,male,ug,0.0,st,68.0,yes,any
Sports Scholarship 27412,929326.0,female,engineering,0.0,minority,67.0,yes,any
Sports Scholarship 27413,197677.0,male,any,0.0,st,91.0,yes,any
INSPIRE Scholarship 27414,600347.0,any,science,0.0,st,68.0,no,any
Merit Scholarship 27415,332610.0,any,ug,0.0,any,83.0,yes,any
INSPIRE Scholarship 27416,548570.0,male,arts,0.0,any,93.0,no,any
INSPIRE Scholarship 27417,718643.0,female,any,0.0,minority,68.0,yes,any
Sports Scholarship 27418,977348.0,any,ug,0.0,sc,67.0,no,any
Disability Fellowship 27419,551654.0,female,science,0.0,any,87.0,no,any
Overseas Scholarship 27420,756553.0,any,arts,0.0,minority,73.0,no,any
Ambedkar Scholarship 27421,893044.0,any,engineering,0.0,st,81.0,yes,any
Overseas Scholarship 27422,303501.0,female,pg,0.0,any,61.0,yes,any
Minority Scholarship 27423,472226.0,female,engineering,0.0,any,71.0,yes,any
Minority Scholarship 27424,988129.0,any,science,0.0,obc,61.0,no,any
Pragati Scholarship 27425,850932.0,male,engineering,0.0,st,86.0,no,any
Overseas Scholarship 27426,507862.0,female,science,0.0,minority,80.0,yes,any
Disability Fellowship 27427,753471.0,any,pg,0.0,minority,70.0,no,any
Disability Fellowship 27428,396965.0,female,pg,0.0,minority,63.0,no,any
Sports Scholarship 27429,791106.0,any,science,0.0,any,64.0,no,any
INSPIRE Scholarship 27430,866531.0,female,ug,0.0,sc,89.0,yes,any
ONGC Scholarship 27431,726117.0,female,science,0.0,obc,51.0,no,any
Ambedkar Scholarship 27432,520069.0,female,arts,0.0,any,52.0,yes,any
Pragati Scholarship 27433,784111.0,female,science,0.0,st,53.0,no,any
ONGC Scholarship 27434,933856.0,any,science,0.0,obc,72.0,no,any
ONGC Scholarship 27435,923801.0,male,commerce,0.0,sc,54.0,no,any
Sports Scholarship 27436,376465.0,male,engineering,0.0,st,71.0,no,any
Ambedkar Scholarship 27437,882205.0,any,science,0.0,obc,75.0,no,any
Merit Scholarship 27438,500109.0,male,any,0.0,minority,55.0,yes,any
Sports Scholarship 27439,268070.0,female,science,0.0,any,68.0,yes,any
INSPIRE Scholarship 27440,935481.0,male,any,0.0,sc,71.0,yes,any
Minority Scholarship 27441,443690.0,female,engineering,0.0,minority,84.0,no,any
Disability Fellowship 27442,877490.0,female,any,0.0,any,80.0,yes,any
Sports Scholarship 27443,511872.0,female,engineering,0.0,any,64.0,no,any
Overseas Scholarship 27444,362491.0,any,commerce,0.0,any,92.0,yes,any
Disability Fellowship 27445,468546.0,female,science,0.0,any,90.0,yes,any
Minority Scholarship 27446,357241.0,male,pg,0.0,any,89.0,yes,any
Sports Scholarship 27447,433280.0,any,commerce,0.0,st,63.0,no,any
Sports Scholarship 27448,567161.0,any,science,0.0,minority,95.0,no,any
Sports Scholarship 27449,694868.0,female,ug,0.0,st,66.0,yes,any
Minority Scholarship 27450,183953.0,any,engineering,0.0,st,84.0,yes,any
ONGC Scholarship 27451,710970.0,female,arts,0.0,any,78.0,no,any
Ambedkar Scholarship 27452,638768.0,female,science,0.0,minority,88.0,no,any
Overseas Scholarship 27453,379506.0,male,engineering,0.0,any,77.0,no,any
Merit Scholarship 27454,778343.0,male,ug,0.0,obc,92.0,yes,any
